UnixTimestamp,EpochNumber,TxHash,TxLogIndex,From,From_AddressName,To,To_AddressName,Value(CFX),Value_In(CFX),Value_Out(CFX),DateTime
1711641677,92613340,0x1f0835f2fec2befd1b5e79cf20d44d6431b2cf88fe6147ba7ebf216762c01d73,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x634cd1272d6d5ae1d9dfa4974b51d45368b90ef7,,98473.66,,98473.66,2024/03/29 00:01:17
1711637819,92610125,0x5b1798ce55a8a0858a57a07562be2be3771f39fd00ad907ab9d938d83fdad3dd,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x5ab8f4c10464d226f7cca2213302c7aadce455ef,,98473.66,,98473.66,2024/03/28 22:56:59
1711637623,92609978,0x6b8ea37f3c2027d277c6fbe1bf6f0678c7ba8d1a277c727ef6415739843d2d9e,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x57bbc639cc73a8abfc0bc4817ac053cef936a600,,98473.66,,98473.66,2024/03/28 22:53:43
1711636195,92608825,0x87e5a7862d16b0c65bdef8323d55ced2d9824bdcde2ecc0847fd9685a0f8d0f4,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x4a3fced7c536e39ca5292a024ee66c9b45b257ec,,98473.66,,98473.66,2024/03/28 22:29:55
1711633401,92606480,0xab3188122e6456cc2e06e9b0354db2e1421d99d4e5115b06584fed0148ead363,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x28991b1cbf5af9b4272dd5ccb8cc8f691507f5f0,,16388.36,,16388.36,2024/03/28 21:43:21
1711633107,92606225,0x6f59acd9485689e1b49401c87c758b6f575da7340b07021d93bfbb65644affac,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xeb606821b7a324304fc652ad0c2f0d38087d0eee,,98473.66,,98473.66,2024/03/28 21:38:27
1711632125,92605440,0x71a5833d82a183852bae5cc0842d54e8c671a086f8031a17798161246e1cb782,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xaf1c05ca4dda3b0a92d5040994b143d46c7a3cde,,98473.66,,98473.66,2024/03/28 21:22:05
1711631655,92605085,0x263521174c4836d489acc6462a2633848144d21bf6422582b4601598c1af9578,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x18cf749080bafa59dca58b607f8e76b3d62f2f0e,,98473.66,,98473.66,2024/03/28 21:14:15
1711631554,92605000,0x85e5620bb433e33afe6b19240daefc1a8637dac17014e14d1330aa838dc63126,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x4d547be90ef3f7bde08c8dd5314c6eb1098c7e4d,,98473.66,,98473.66,2024/03/28 21:12:34
1711631382,92604855,0x67f4343cfe2c58c549e31c80d72aed85155b839e3786c50623a9e2248c9b6764,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x99c15248d5c054bbcc2028753e5a6e0b26e0334a,,98473.66,,98473.66,2024/03/28 21:09:42
1711630815,92604390,0xa87b92a249753b3671d62f0e650d7e81fac6bec456a97213bcc87e6c0dc1f254,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x0ac7afcf8cc324cf9267dd3b217f86405e723cb1,,98473.66,,98473.66,2024/03/28 21:00:15
1711630117,92603834,0x139c71ea9d95958b00ace6f9941bc3ebf8c171104d6d547cae4ad353b08a5143,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x198df6194857bf87b981db8acbc9dd4d3a07dbdd,,98473.66,,98473.66,2024/03/28 20:48:37
1711629730,92603545,0x297e1bd876316219b97fb962eaea267fa4ef24cbba506fb56bd7e23750159ca5,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xf359292d5eefe03cc36fe244e07add958be78015,,98473.66,,98473.66,2024/03/28 20:42:10
1711627739,92601970,0x0ab7827b0d48f5b8b5fb23dc1b36558105d536beb0ad49ee6a825975354ebfad,0,0xd38da5a542897cffa8e8b43d6b1670d4f86e42e7,,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,1296545.94,1296545.94,,2024/03/28 20:08:59
1710773684,91912950,0x7b1b5391de58bde3f66d2621d74fa9e6d668d41b6d1b0637299d6b4c588c3120,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xda09f52abdd44acc4784e051f83aeca194fa8a64,,78116.67999999999,,78116.67999999999,2024/03/18 22:54:44
1710527746,91722700,0xeac9226e7e26cdde256fcace480da5751eca6deabe314d8860f4753076f4288c,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x4c4e05d1f5e1b5c68eabfcebc082688e961b95db,,5865.53,,5865.53,2024/03/16 02:35:46
1710327380,91564115,0x81f46af97fd3ce27598c5055342bc88b6d2e3e93cac2d4d548232f58f84c570c,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xc4021604d4d98001e7ce4de0e79f27d7e9a8a5bf,,3861.97,,3861.97,2024/03/13 18:56:20
1710311883,91552300,0x1129a3672e24a10769c598533d7bc4821de86c69872e6120d1b9b69a8bb23e40,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xb9fe23d6d1b8f2cebace0a2338785145e8f7dc0d,,0.06,,0.06,2024/03/13 14:38:03
1710249893,91504290,0x07299fc8f7cbc3e79677257db53a53dc0ace69e797442329742ee3d3fbd58349,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x635143bf7b9c72bf88533abc7279767cabaa5cdf,,2876.12,,2876.12,2024/03/12 21:24:53
1710236091,91493875,0x1745441a1f39f980117c33f20d3909cb849a798ef9470b48b0d750fd9b15760b,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xb18846a9bf824a9b56672173c0f31a0ebd97848d,,23771.07,,23771.07,2024/03/12 17:34:51
1710121559,91405587,0xa469f6429f1672a739fd456ab6708a796fcdf83332cc1b0cd3f5cdaf44e44d9c,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x637e764ee6faab3772d553851672166848e28445,,2992.93,,2992.93,2024/03/11 09:45:59
1710086441,91378520,0x26f0bc4ae52998ebffbaa0f7ef94e1700b54c6664b2e569d5c00d589a4ac2c30,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x3d009919da0015cc918a71ef1f272e9db94d171d,,22462.81,,22462.81,2024/03/11 00:00:41
1710054335,91354635,0xbf3bdc23f91ee12dcfd61f80f9a5c62dca0733f6ac942d7e36ca7535e2cc1316,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xb7a4e08677647238df5043f0d7c43d6e917e619d,,12704.16,,12704.16,2024/03/10 15:05:35
1710040375,91344020,0x363db388d1fe1d01a88a9ed3859e935d9f32f9fd2bf60e0799fea57c591e0dd7,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x00e7eddd557b4b759f903a417d0ebb9bf4baaef6,,4869.93,,4869.93,2024/03/10 11:12:55
1710004482,91316455,0x827c1ac24ebae408e00ebd94a969ac200c187b8346d7a493f9945ec05ce3d9c9,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xd8bbe53fb813aa5bcf7577ef895c4365aec13e64,,11343.73,,11343.73,2024/03/10 01:14:42
1709998435,91311895,0x0f1d2a1c2540b44e7cb3cb9639b1945d518d2ec70705ae1c0f88aa88ae9eb442,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xbe026ae67432efa9ad85b897a70e0bab0dcb1cea,,8508.27,,8508.27,2024/03/09 23:33:55
1709980958,91298960,0x460c75f98984e8d5d97c0d7056cccb2ab5869a99fbd94f020b51b9db8f0865a1,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xd226991dd0269660fe4d22105ca7de0b6eb774aa,,4330.04,,4330.04,2024/03/09 18:42:38
1709960407,91283425,0x2b663b26eb771d919f5c58728d77e0492ebc18cdd2b6ae9046558cb045050cad,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x8b8ece4dc65a6e5502fba17941541d49ff37eb38,,11067.74,,11067.74,2024/03/09 13:00:07
1709948412,91274424,0x04f6afb7847829fb91f109c022a26e595c3193953691dd0b50389d0c8eb9727e,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x0e791e6da239d41c4be9e8f69b91b814e902d9d4,,1669.83,,1669.83,2024/03/09 09:40:12
1709931738,91261680,0x049d1ab0855c2a8c16293a5341269e32fd2f372d299a4b01bfb8e0495dd6ace3,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x6652c36a948218c95b76e79c49df50a6c438ed9f,,3169.86,,3169.86,2024/03/09 05:02:18
1709930145,91260475,0x414e7e2d6fee737c053c3e55f0f2067eb4bdbfb5f9bb0c348b684d66e4857660,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xdeef9d3d434b9fb7c02b01fecf2d5ffff4758777,,8210.040000000001,,8210.040000000001,2024/03/09 04:35:45
1709925802,91257106,0xb4692263e70d80b78dc33a8c3262c9a92020a07a468080cfc8677da7fce6d1de,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x13cd04cd89ca2fb25700ba1060422e010ee65c91,,214.56,,214.56,2024/03/09 03:23:22
1709925526,91256895,0x858947e672f607f833b8f45a8726e1f8be6cba4010412499aebd9a81adfb8eb9,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x79bd8fce0c6de4bb07584472dd0251da18eb8834,,22.77,,22.77,2024/03/09 03:18:46
1709920125,91252830,0xb6b6dc25ee395da0cc0ccd9fef8805842df95e27dd2c8886cb71309bc45273e1,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x59d08795dec0152065875f60a7a9cd617a13953e,,45.39,,45.39,2024/03/09 01:48:45
1709919404,91252265,0x9e0190fba46cc2b14316b5aaf64d0b9a4451752630486ad65224b1453c9fe648,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x348680420b29f3848af41b0f7bb6145421d69dac,,0.67,,0.67,2024/03/09 01:36:44
1709918094,91251255,0x9908637156430c50693b632118c07214ca0d608c94187aa3136ddaaf19c01fc1,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x63e80153682fdd7c29ade877108c32fb3d3f097c,,20.99,,20.99,2024/03/09 01:14:54
1709917664,91250915,0xd5031b6e0876a97a16de68b90d5a1dea3c02fe5ab289f6e07f9eb639893b7389,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x5f627517ef09ed5462e6d78c32c649d4d550f7bd,,25.42,,25.42,2024/03/09 01:07:44
1709916300,91249912,0xb95b79e0efbf63a8f1d2bf35e3fb58b910b1256ecb60882077ec01985620fbaf,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x1a135b4b14905477f81009ba799d1235ec31cbd5,,34.97,,34.97,2024/03/09 00:45:00
1709914581,91248615,0x09bf07f5f5675af77269db50ed42f77d6f1896cad3f7138ead8449f7dfff7915,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xd90ce63d94a8db35ace08db6a0daa0cfd40a9e12,,45044.22,,45044.22,2024/03/09 00:16:21
1709907639,91243485,0xc4b9590bf48c7cc232ffd8ba1b0af5df3c57a1ed1f2bc87beb8eb5af6b51cde5,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xc91ea4acff0e97a2ec55647406d864d97bbca33f,,294.82,,294.82,2024/03/08 22:20:39
1709905580,91241937,0xcec942f6687d30b4bca3e3dda3c57512e5ef98dfd6a0af54d4652f107d31fab7,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x4b18dc4d1c7cf12540873865325cdf7d078cffdc,,4898.09,,4898.09,2024/03/08 21:46:20
1709905205,91241675,0x841916c9bc27da03b5d25cf93f4aa2d90aef7a902a6f39e46467d854b6ee1a59,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x5dd57766fdb0982afd9ca2eb5064b632622bcfdb,,7567,,7567,2024/03/08 21:40:05
1709902729,91239775,0x8dd428e18214ec8b3e926eeae8234180b0caef317ac97a0067b8daf2ed9e31b9,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x9e08faa2ba1b229c50dceb226914b3f5e511ca66,,25103.28,,25103.28,2024/03/08 20:58:49
1709901327,91238700,0x6de7eeb83fffc3ddda9535a57318be4d3906129f9d230b8bd87a189b6879dfba,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xf5b0cf32d604792ac9516d472e4fd1f9a8904769,,82894.48,,82894.48,2024/03/08 20:35:27
1709900826,91238330,0xe4f69da8ed0a64118b957abaeab492384ed22bf7c6cd44568c3b12b7fe0f13a4,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x398e946e8c09dab54be871ed8d642dc75d855ecd,,14467.86,,14467.86,2024/03/08 20:27:06
1709900764,91238285,0xe19ad80f0fd0d4fb3914e2ac70620b580f305d21da6eb3dfe06375b1d0f76059,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xe83af800eb59add5eb0b720a0b46c1c26a7e43eb,,39254.65,,39254.65,2024/03/08 20:26:04
1709900641,91238180,0x0cb85fff08dc32c84774af9e5b73f0358ad47dc4886e4e49bcaae16f5f720553,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x49dd823fcb32d279a78360a58a8d5501ae3b5c29,,86479.23,,86479.23,2024/03/08 20:24:01
1709900575,91238125,0x3608f8a20f0d5201052bf163a998e4b7a89b763c50b4e5dbb03227f6fb46feb4,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x7a28b64f15f79087f7ac7074368e928d7164a2c1,,14565.12,,14565.12,2024/03/08 20:22:55
1709900537,91238095,0x4a251517b7aa057daaa30312f1175540e4cb025ad93ede0f654c9296f3b078cb,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xd412e7fdf24f14024c98b1abfc234f761b011143,,69233.84,,69233.84,2024/03/08 20:22:17
1709900514,91238080,0x1e48dad9a525c0c983899bb770cc733f3be43318af641ba004f1e7260f7d4bdf,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x05ff228d0063faa4b61ae57afddb91dc00e35acb,,3359.67,,3359.67,2024/03/08 20:21:54
1709900465,91238040,0xdb4c194f2b85f39ce8d0ac39ac86814a0ba599acd3dcd6f15e9400007c4a6e0a,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x408e5155ef433f3c47b0daab49e951eb6b6d8ec6,,40837.129999999995,,40837.129999999995,2024/03/08 20:21:05
1709900426,91238010,0xa4d9621c16bb008769e844465f0884d083097853db48447c18fd0c26007ff629,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x60ef552c06a73816e1aac28a67b2a4cdf3bf1091,,1611.76,,1611.76,2024/03/08 20:20:26
1709900306,91237920,0xa1510d5352272ee2192e5c641087292f25c894b51bf95fc8faa029f2295aa474,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x93cd7c281e94811c37acef9d368e53bd10d10f57,,42868.34,,42868.34,2024/03/08 20:18:26
1709899376,91237185,0x474169619ac7ee76ca667fbc0430b8a1ce2369cd876a6a58f02cfb315c0fad1b,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x2e97079462b7551bc1e16593fd58202c31c104b4,,30555.01,,30555.01,2024/03/08 20:02:56
1709899315,91237135,0x7fd5d3b37b86f24a2e57a8f81fd86adebf3e67b0cf608e9c910f9f61cc7aa96f,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x44e2c2033a71328f54590afcbabde2c45416987d,,206.55,,206.55,2024/03/08 20:01:55
1709899192,91237045,0xd2db71301e79cfd349327b40ad61e3fbca3edafb55e73b46e7417434040ce36e,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x149f3fe7a7dfe1a465557f1d26065f3974162ecb,,4187.37,,4187.37,2024/03/08 19:59:52
1709899159,91237020,0x16b79b56c5d51b6b93337dcd6210fbebafc8eb27291f376c05d996892d23adf1,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x75e16f821eec47f726d0d44a62fe2ecc11f12088,,18791.78,,18791.78,2024/03/08 19:59:19
1709899114,91236984,0x52cfe5bc8c3063b22f54565f93852380305c686e37e935e4b7b4cf1e26956323,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x26e7f75da3ff250729b5f9ffae783917cacc0d0e,,9672.549999999999,,9672.549999999999,2024/03/08 19:58:34
1709899074,91236950,0x82ecb911c07ec2f7a76059321317a1b7faa2b7547c4ab0241af25724baea4a9d,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x7bfe4e4b9f13d06577e8bfca104554445f69af86,,323.13,,323.13,2024/03/08 19:57:54
1709899032,91236925,0xe8d9407766be3715cb525a721bebeb77bd1cfca9235fa0cb96f72b2f170c578a,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xb54e4ba279d584269c77ff5bfc2a0b098e7c5133,,28138.09,,28138.09,2024/03/08 19:57:12
1709898995,91236894,0x4eaa3796c22b9455a2a80cdf1b5f57ed7b31deb071f4bbc06bf00f4fc28999a4,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xbf103135a28aeeadd2f4dc70203f5205f858bef8,,6739.61,,6739.61,2024/03/08 19:56:35
1709898925,91236835,0x6b8d0a92f7a856060b776b8c1a5fb468ea36dfc1ae32f9e356c3d3d3c0bdeebc,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xd4daec3f5aff785f82d1e4cf5bd95340a7403587,,4655.2700000000006,,4655.2700000000006,2024/03/08 19:55:25
1709898900,91236810,0xd93c1a5ccbd441417a4d8ca702b58376235e7341b9ac6d00b9c85038ec0b971b,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x7555b1e2023e4a54c97040c1c82691d32f179eec,,2965.73,,2965.73,2024/03/08 19:55:00
1709898706,91236658,0x99779796f1190cc3c521151a7988455afca257320384971d17760fc3a3f73a2a,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xdf311c9631b2b7576e9ff62e8b97739be9edc28f,,71649.96000000001,,71649.96000000001,2024/03/08 19:51:46
1709898619,91236590,0xa42c8cf8a10702ba54edab9f5d5669dd0d105000d44e412685a373d2984c0dba,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x01fd37f112bfd4af0b1634c53faae3f130c71f6e,,187.08,,187.08,2024/03/08 19:50:19
1709897934,91236040,0x1bae57c2cf1e99bbe1dcf3ffe4318031ea142b0b503ff4f709b2d0d67156056c,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x2a2f7afa51d54520ca3b7cbbd4b6893bff7294d6,,14850.1,,14850.1,2024/03/08 19:38:54
1709897390,91235585,0x9be1bdf726351014d1de0f88ed565f4700487ca40a8de1b8b71b8790a1d6a069,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x919b4aaee74710b39615c2a39c7babc6502338c8,,4685.5200000000006,,4685.5200000000006,2024/03/08 19:29:50
1709897356,91235550,0x3bbb16633d4f5b25f94ac4776207043a531782406438ff481a678987068ab14f,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x0d8d7aa248a5999d4e160fe4624cb586e2331702,,15820.63,,15820.63,2024/03/08 19:29:16
1709897221,91235441,0xa348bf4bbc26e0b3b8f8fb3eb8378b693a2fe3c1048d12f5da2778e9e2df1e76,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xf54bb77e8b8ee12dc18d4d39f3b9c0a2ebf6c7ea,,46597.26,,46597.26,2024/03/08 19:27:01
1709897176,91235405,0xd602d62b63aec2c8731214316ea189e58b42d60489ef5975ed0c7f6dc39feb62,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x9e4aa713970de42f0bed5e960c7c567f1aa55267,,21446.94,,21446.94,2024/03/08 19:26:16
1709897044,91235310,0x63f22d8d36ba0b75976fb81b8a0e4505282982148797f7d0f9338c0306f32b52,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x2d7046a8ad6011cc10df3baff98e88233a4fd2e5,,5.58,,5.58,2024/03/08 19:24:04
1709896559,91234948,0xb5934c396e1fbea921744957fbab5cbd78564b42ccb17778fbc348e7592dc12d,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xf37e396c7aeb9ea9347e3b1c43ac3fab4f212222,,1219.23,,1219.23,2024/03/08 19:15:59
1709896361,91234810,0x31ba54d529420c4cdeeb797e17ceae171245db604959b3dc8b7f748662867bf7,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x718c5acb60b0333cdafe71a410d2cefd182b4eb8,,1673.46,,1673.46,2024/03/08 19:12:41
1709895872,91234440,0x6c5e6d74e54f3926042b0d02b8869b93f5c4a9a6bf5446436398be1b3cf2d899,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xbf5363db9965b0223c33ec2d56cc4024b9dd0262,,28.26,,28.26,2024/03/08 19:04:32
1709895507,91234150,0x6444321ebdf9fa10ffaa9ee61250b2f3b7dce1873329826f012dd36a5d0d04db,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xb919e09bb077013d5f93c898dafcc1d0c75559fe,,55720.15,,55720.15,2024/03/08 18:58:27
1709895036,91233770,0x9ba9a8717773796b9ebe357b26e890baebf3bd89b67f230c4d88120a3466352b,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x0e249ccefa959db79ba24bc002af2f43e0bcaa17,,33088.74,,33088.74,2024/03/08 18:50:36
1709894339,91233222,0x0474e4364682cc36876d8c353e273f84f423c380aacf7300831e6fc8c70deff4,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x6990e57b8f57016976dc5cf8dabdfd1427b3da4e,,3458.98,,3458.98,2024/03/08 18:38:59
1709894206,91233119,0x3e5f20057c1835f417513ae0d6c029d4d308222769857712fa2a78b3bccb05d9,4,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x82d4aede51d6acad5d7d0302ee2d05ef24e1321d,,33240.22,,33240.22,2024/03/08 18:36:46
1709894043,91233000,0x57cdbf1eb4929b1083d01609f74d4b280c2d20f71972023fb434f0678a7adcdc,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0xf40f466b3b984ae11c7c19ad6dada288025358c4,,17795.740000000002,,17795.740000000002,2024/03/08 18:34:03
1709893982,91232960,0x2f302366dbfccd3280ede96284258073b7e400bc177fe5b79ab3489981afe297,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x5358d0ef8246d46786f3ff7bc4c70ff21c44af42,,30075.06,,30075.06,2024/03/08 18:33:02
1709892952,91232165,0x5ccd753a8c725daf94bbc1478ade08896d1fa84b17ea786bdeadff3fe3c0939e,10,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,0x885d39522e4952b1e7522f65f570d2f5dddb64a0,,11.5,,11.5,2024/03/08 18:15:52
1709778545,91144380,0x976de4247d42172f42d2265e07943386084b704b4bd4c3479040085874649e0f,0,0x62feded7d7f55050a3e674ac40f6827685986b5c,,0x3546e41d75deba8ea350d11572b50a41ddde1be8,,1142455.54,1142455.54,,2024/03/07 10:29:05
